datetime;nodes;channels;capacity
2018-12-31 00:00:00;278;304;679877095
2018-12-30 00:00:00;262;279;613148319
2018-12-29 00:00:00;254;271;563346748
2018-12-28 00:00:00;237;253;394133936
2018-12-27 00:00:00;236;253;347616864
2018-12-26 00:00:00;188;196;226861399
2018-12-25 00:00:00;158;162;217358696
2018-12-24 00:00:00;148;152;187080527
2018-12-23 00:00:00;134;140;185810612
2018-12-22 00:00:00;129;140;166008566
2018-12-21 00:00:00;138;155;178408833
2018-12-20 00:00:00;143;165;179101122
2018-12-19 00:00:00;138;159;161573495
2018-12-18 00:00:00;135;152;143921474
2018-12-17 00:00:00;133;150;143572043
2018-12-16 00:00:00;130;145;158715516
2018-12-15 00:00:00;128;140;148659409
2018-12-14 00:00:00;115;123;136943557
2018-12-13 00:00:00;113;118;134669771
2018-12-12 00:00:00;123;134;162123811
2018-12-11 00:00:00;115;130;158759207
2018-12-10 00:00:00;131;156;223522451
2018-12-09 00:00:00;138;165;226027616
2018-12-08 00:00:00;130;150;206828483
2018-12-07 00:00:00;120;135;193685654
2018-12-06 00:00:00;110;117;173152596
2018-12-05 00:00:00;114;118;173561975
2018-12-04 00:00:00;108;112;169439001
2018-12-03 00:00:00;107;110;149060369
2018-12-02 00:00:00;103;104;128289839
2018-12-01 00:00:00;103;105;148262057
2018-11-30 00:00:00;113;119;156141756
2018-11-29 00:00:00;113;116;148147868
2018-11-28 00:00:00;103;93;110430004
2018-11-27 00:00:00;109;102;110969704
2018-11-26 00:00:00;82;70;42137420
2018-11-25 00:00:00;84;80;50420017
2018-11-24 00:00:00;83;79;50036825
2018-11-23 00:00:00;82;79;49779387
2018-11-22 00:00:00;83;82;67785841
2018-11-21 00:00:00;83;83;67986738
2018-11-20 00:00:00;96;98;74169776
2018-11-19 00:00:00;99;99;75254354
2018-11-18 00:00:00;97;99;75173134
2018-11-17 00:00:00;91;96;55465919
2018-11-16 00:00:00;83;86;66533636
2018-11-15 00:00:00;82;84;69672054
2018-11-14 00:00:00;82;84;69672054
2018-11-13 00:00:00;73;72;68272355
2018-11-12 00:00:00;73;72;68015215
2018-11-11 00:00:00;63;54;55652306
2018-11-10 00:00:00;64;55;55709887
2018-11-09 00:00:00;64;54;55629887
2018-11-08 00:00:00;61;49;36997890
2018-11-07 00:00:00;60;49;37802610
2018-11-06 00:00:00;51;39;33726254
2018-11-05 00:00:00;46;34;32848152
2018-11-04 00:00:00;50;38;33034093
2018-11-03 00:00:00;46;35;32244093
2018-11-02 00:00:00;40;30;13266878
2018-11-01 00:00:00;38;29;10981623
2018-10-31 00:00:00;41;33;11804231
2018-10-30 00:00:00;42;35;10634231
2018-10-29 00:00:00;45;42;11863445
2018-10-28 00:00:00;42;38;10315601
2018-10-27 00:00:00;40;36;10186918
2018-10-26 00:00:00;42;38;10566918
2018-10-25 00:00:00;46;42;28223604
2018-10-24 00:00:00;45;43;27603242
2018-10-23 00:00:00;44;41;25916560
2018-10-22 00:00:00;46;47;33005083
2018-10-21 00:00:00;46;47;35026304
2018-10-20 00:00:00;47;49;35536948
2018-10-19 00:00:00;51;56;55677936
2018-10-18 00:00:00;52;57;53434351
2018-10-17 00:00:00;52;58;77312036
2018-10-16 00:00:00;52;60;77935695
2018-10-15 00:00:00;58;59;79798512
2018-10-14 00:00:00;61;62;79989193
2018-10-13 00:00:00;67;70;85429739
2018-10-12 00:00:00;66;72;85311739
2018-10-11 00:00:00;67;73;71259604
2018-10-10 00:00:00;60;67;70164970
2018-10-09 00:00:00;60;68;71548924
2018-10-08 00:00:00;57;63;65702924
2018-10-07 00:00:00;58;68;65106403
2018-10-06 00:00:00;62;73;67481959
2018-10-05 00:00:00;65;73;65791491
2018-10-04 00:00:00;78;93;89533411
2018-10-03 00:00:00;79;93;65844465
2018-10-02 00:00:00;80;91;65450806
2018-10-01 00:00:00;73;85;62328775
2018-09-30 00:00:00;73;84;62623524
2018-09-29 00:00:00;72;85;77282704
2018-09-28 00:00:00;75;84;78028372
2018-09-27 00:00:00;73;80;74451783
2018-09-26 00:00:00;77;87;93788910
2018-09-25 00:00:00;76;85;92684956
2018-09-24 00:00:00;81;97;98784956
2018-09-23 00:00:00;78;91;98418881
2018-09-22 00:00:00;73;90;96436466
2018-09-21 00:00:00;72;91;83191038
2018-09-20 00:00:00;64;70;74962258
2018-09-19 00:00:00;67;76;76497729
2018-09-18 00:00:00;80;91;89252836
2018-09-17 00:00:00;80;94;91501468
2018-09-16 00:00:00;79;94;91363278
2018-09-15 00:00:00;76;86;71663552
2018-09-14 00:00:00;75;85;70966366
2018-09-13 00:00:00;76;88;71158404
2018-09-12 00:00:00;78;88;54149145
2018-09-11 00:00:00;79;88;54134145
2018-09-10 00:00:00;77;82;46535160
2018-09-09 00:00:00;76;81;45805259
2018-09-08 00:00:00;74;77;45601474
2018-09-07 00:00:00;72;73;40930518
2018-09-06 00:00:00;69;69;24970963
2018-09-05 00:00:00;62;59;22249145
2018-09-04 00:00:00;52;45;9394038
2018-09-03 00:00:00;50;41;7505406
2018-09-02 00:00:00;49;41;8397923
2018-09-01 00:00:00;48;40;7997923
2018-08-31 00:00:00;53;47;9283215
2018-08-30 00:00:00;52;47;10307308
2018-08-29 00:00:00;47;43;8299440
2018-08-28 00:00:00;48;42;7654440
2018-08-27 00:00:00;46;39;7643005
2018-08-26 00:00:00;43;38;6970674
2018-08-25 00:00:00;43;38;6791322
2018-08-24 00:00:00;41;38;7717186
2018-08-23 00:00:00;43;40;7787186
2018-08-22 00:00:00;46;44;7732186
2018-08-21 00:00:00;43;42;7402186
2018-08-20 00:00:00;44;43;7067186
2018-08-19 00:00:00;42;42;5877429
2018-08-18 00:00:00;44;45;6027429
2018-08-17 00:00:00;44;39;5755101
2018-08-16 00:00:00;40;36;4631008
2018-08-15 00:00:00;43;37;4613008
2018-08-14 00:00:00;44;38;14571658
2018-08-13 00:00:00;38;34;13962078
2018-08-12 00:00:00;37;32;13919744
2018-08-11 00:00:00;39;34;15019096
2018-08-10 00:00:00;37;31;13659096
2018-08-09 00:00:00;38;31;14609096
2018-08-08 00:00:00;35;27;14400936
2018-08-07 00:00:00;34;26;14350936
2018-08-06 00:00:00;52;48;64462564
2018-08-05 00:00:00;57;55;98280260
2018-08-04 00:00:00;55;52;98130260
2018-08-03 00:00:00;52;50;97846814
2018-08-02 00:00:00;52;50;97747597
2018-08-01 00:00:00;51;48;97595597
2018-07-31 00:00:00;49;47;87696947
2018-07-30 00:00:00;51;49;88556947
2018-07-29 00:00:00;50;48;88536947
2018-07-28 00:00:00;49;46;87437947
2018-07-27 00:00:00;50;47;87557947
2018-07-26 00:00:00;46;47;87387375
2018-07-25 00:00:00;45;45;87325535
2018-07-24 00:00:00;46;46;87375535
2018-07-23 00:00:00;28;25;37475623
2018-07-22 00:00:00;22;17;3607927
2018-07-21 00:00:00;23;18;3627927
2018-07-20 00:00:00;23;17;3047927
2018-07-19 00:00:00;21;16;3027144
2018-07-18 00:00:00;18;14;2877144
2018-07-17 00:00:00;17;13;2777144
2018-07-16 00:00:00;15;11;1917144
2018-07-15 00:00:00;15;11;1917144
2018-07-14 00:00:00;14;11;1946144
2018-07-13 00:00:00;13;10;1746144
2018-07-12 00:00:00;12;8;1059235
2018-07-11 00:00:00;12;8;1059235
2018-07-10 00:00:00;11;7;1009235
2018-07-09 00:00:00;10;5;733619
2018-07-08 00:00:00;12;6;1033619
2018-07-07 00:00:00;10;5;1013619
2018-07-06 00:00:00;8;4;533619
2018-07-05 00:00:00;8;4;533619
2018-07-04 00:00:00;8;4;533619
2018-07-03 00:00:00;8;4;533619
2018-07-02 00:00:00;10;5;582498
2018-07-01 00:00:00;10;5;582498
2018-06-30 00:00:00;12;6;1357994
2018-06-29 00:00:00;16;9;2072219
2018-06-28 00:00:00;16;9;1947300
2018-06-27 00:00:00;16;9;1947300
2018-06-26 00:00:00;17;10;2147300
2018-06-25 00:00:00;15;9;2146200
2018-06-24 00:00:00;15;9;1866200
2018-06-23 00:00:00;16;10;2366200
2018-06-22 00:00:00;16;10;2366200
2018-06-21 00:00:00;16;10;2366200
2018-06-20 00:00:00;16;10;2366200
2018-06-19 00:00:00;16;10;2366200
2018-06-18 00:00:00;14;9;2317321
2018-06-17 00:00:00;14;9;2317321
2018-06-16 00:00:00;12;7;1491825
2018-06-15 00:00:00;8;4;777600
2018-06-14 00:00:00;10;5;2047124
2018-06-13 00:00:00;17;10;3411158
2018-06-12 00:00:00;16;10;3213158
2018-06-11 00:00:00;16;10;3213158
2018-06-10 00:00:00;14;9;3193158
2018-06-09 00:00:00;12;8;2693158
2018-06-08 00:00:00;13;9;2703158
2018-06-07 00:00:00;13;9;2703158
2018-06-06 00:00:00;17;11;3723158
2018-06-05 00:00:00;17;12;3743158
2018-06-04 00:00:00;17;12;3743158
2018-06-03 00:00:00;17;12;3743158
2018-06-02 00:00:00;19;14;3756736
2018-06-01 00:00:00;21;15;3815200
2018-05-31 00:00:00;19;13;2488076
2018-05-30 00:00:00;14;9;1144542
2018-05-29 00:00:00;13;9;1144542
2018-05-28 00:00:00;16;14;1945642
2018-05-27 00:00:00;16;14;1945642
2018-05-26 00:00:00;20;19;3385642
2018-05-25 00:00:00;20;18;3375642
2018-05-24 00:00:00;20;18;3375642
2018-05-23 00:00:00;19;18;2555642
2018-05-22 00:00:00;20;19;2635642
2018-05-21 00:00:00;24;23;3159642
2018-05-20 00:00:00;27;26;3865717
2018-05-19 00:00:00;32;32;5732441
2018-05-18 00:00:00;32;32;5675977
2018-05-17 00:00:00;32;32;5675977
2018-05-16 00:00:00;31;31;5655477
2018-05-15 00:00:00;34;36;23994722
2018-05-14 00:00:00;30;31;23193622
2018-05-13 00:00:00;31;32;23213622
2018-05-12 00:00:00;29;30;21823622
2018-05-11 00:00:00;30;31;21843622
2018-05-10 00:00:00;30;31;21843622
2018-05-09 00:00:00;29;30;21653622
2018-05-08 00:00:00;29;29;22353622
2018-05-07 00:00:00;25;25;21829622
2018-05-06 00:00:00;23;22;21123547
2018-05-05 00:00:00;16;15;19245245
2018-05-04 00:00:00;15;15;19443245
2018-05-03 00:00:00;15;15;19443245
2018-05-02 00:00:00;19;17;19455245
2018-05-01 00:00:00;15;11;1114000
2018-04-30 00:00:00;17;12;1134000
2018-04-29 00:00:00;16;11;1114000
2018-04-28 00:00:00;14;8;1064000
2018-04-27 00:00:00;14;8;1105149
2018-04-26 00:00:00;18;10;1170049
2018-04-25 00:00:00;17;9;1160049
2018-04-24 00:00:00;16;8;360049
2018-04-23 00:00:00;16;8;360049
2018-04-22 00:00:00;19;11;1380049
2018-04-21 00:00:00;17;10;1378049
2018-04-20 00:00:00;16;9;1178049
2018-04-19 00:00:00;18;10;1185826
2018-04-18 00:00:00;14;8;1173826
2018-04-17 00:00:00;16;9;1183826
2018-04-16 00:00:00;14;8;1163826
2018-04-15 00:00:00;15;9;1397133
2018-04-14 00:00:00;15;9;1397133
2018-04-13 00:00:00;13;8;1335984
2018-04-12 00:00:00;9;6;1271084
2018-04-11 00:00:00;9;6;1271084
2018-04-10 00:00:00;9;6;1271084
2018-04-09 00:00:00;9;6;1271084
2018-04-08 00:00:00;7;4;551084
2018-04-07 00:00:00;8;5;17328300
2018-04-06 00:00:00;10;6;17828300
2018-04-05 00:00:00;8;5;17820523
2018-04-04 00:00:00;8;5;17820523
2018-04-03 00:00:00;9;5;17860523
2018-04-02 00:00:00;9;5;17860523
2018-04-01 00:00:00;8;4;17627216
2018-03-31 00:00:00;8;4;17627216
2018-03-30 00:00:00;8;4;17627216
2018-03-29 00:00:00;8;4;17627216
2018-03-28 00:00:00;8;4;17627216
2018-03-27 00:00:00;8;4;17627216
2018-03-26 00:00:00;8;4;17627216
2018-03-25 00:00:00;6;3;17327216
2018-03-24 00:00:00;4;2;550000
2018-03-23 00:00:00;2;1;50000
2018-03-22 00:00:00;2;1;50000
2018-03-21 00:00:00;2;1;50000
